CustomerId,Surname,Gender,Age,Geography,IsActiveMember,HasPremiumMembership
4750,Chang,Male,29,UK,1,1
4751,Hunter,Female,35,USA,1,1
4752,Sheppard,Female,64,UK,0,1
4753,Fan,Male,54,USA,0,1
4754,Muir,Male,40,Canada,0,1
4755,Lai,Female,59,USA,0,1
4756,Padovesi,Female,37,USA,1,1
4757,Kemp,Female,39,USA,0,1
4758,Greece,Female,36,Canada,1,1
4759,Young,Female,48,Canada,0,1
4760,Chukwueloka,Male,34,Canada,1,0
4761,Woods,Male,40,USA,0,1
4762,Forbes,Female,32,USA,1,1
4763,Kang,Male,34,USA,1,1
4764,Nweke,Male,38,USA,1,1
4765,Ts'ui,Female,36,Canada,0,1
4766,Milano,Female,49,Canada,1,0
4767,Chao,Female,38,Canada,1,1
4768,Wan,Male,39,Canada,1,1
4769,Napolitani,Female,31,Canada,1,1
4770,Kovaleva,Female,31,Canada,1,0
4771,Russell,Male,19,Canada,0,1
4772,Chiebuka,Female,36,UK,1,1
4773,Ellis,Male,44,Canada,1,1
4774,Gordon,Female,35,UK,1,1
4775,Conway,Female,35,USA,1,1
4776,Buccho,Male,35,Canada,1,1
4777,Aksyonova,Male,37,Canada,1,1
4778,Batty,Female,33,USA,1,0
4779,Rowe,Female,45,Canada,1,0
4780,Pisani,Male,40,UK,0,0
4781,Onochie,Male,36,Canada,0,1
4782,Farmer,Female,53,Canada,0,0
4783,Cameron,Female,53,USA,1,1
4784,Jennings,Female,37,USA,0,1
4785,Eluemuno,Female,53,Canada,0,1
4786,Swift,Female,22,USA,0,0
4787,Pisani,Female,34,USA,1,1
4788,Nnonso,Male,42,USA,1,1
4789,Cameron,Female,44,Canada,0,1
4790,Stevens,Male,41,USA,1,1
4791,Zito,Male,34,Canada,0,0
4792,Taylor,Male,35,Canada,0,1
4793,Ferrari,Male,19,Canada,1,1
4794,Yeh,Female,41,USA,1,1
4795,Gould,Female,39,USA,0,1
4796,Agafonova,Male,29,USA,1,1
4797,Fowler,Male,35,Canada,1,1
4798,Chidumaga,Female,32,UK,1,1
4799,Sabbatini,Male,41,USA,1,1
4800,Johnson,Male,52,USA,0,0
4801,Chapman,Male,39,USA,0,1
4802,Birk,Male,71,USA,1,0
4803,Capon,Male,39,Canada,0,1
4804,Chidubem,Male,41,Canada,1,1
4805,Childs,Female,34,Canada,0,1
4806,Sun,Male,41,UK,0,1
4807,Lung,Female,33,USA,0,1
4808,Tao,Male,28,USA,0,0
4809,Napolitano,Female,33,USA,1,1
4810,Davis,Male,37,USA,0,1
4811,Sagese,Male,38,USA,0,0
4812,Hutchinson,Female,26,Canada,0,1
4813,Nelson,Male,31,USA,0,1
4814,Schiavone,Male,39,Canada,1,0
4815,Chienezie,Male,39,Canada,0,1
4816,Obioma,Female,77,UK,0,1
4817,Butusov,Male,29,USA,1,0
4818,Pisano,Male,28,USA,1,1
4819,Stetson,Female,36,USA,1,1
4820,Waring,Male,26,USA,1,0
4821,Fanucci,Female,32,USA,1,1
4822,Thao,Female,33,USA,0,1
4823,Murphy,Female,32,USA,1,0
4824,McConnell,Female,32,Canada,0,1
4825,Armfield,Male,35,USA,0,0
4826,Fanucci,Male,31,USA,1,1
4827,Panina,Male,24,USA,1,1
4828,Nixon,Male,52,Canada,1,0
4829,Walker,Female,42,Canada,0,1
4830,Chiemela,Male,34,USA,0,1
4831,Martel,Male,30,Canada,0,1
4832,Briggs,Male,35,USA,0,1
4833,Iheatu,Female,79,USA,1,1
4834,Jennings,Male,32,USA,0,1
4835,Ch'en,Female,35,Canada,0,1
4836,Kovalyov,Male,34,Canada,1,1
4837,Yeh,Male,26,USA,1,0
4838,Chien,Male,28,USA,0,1
4839,Brown,Female,40,USA,0,0
4840,Buddicom,Female,53,USA,0,1
4841,McGregor,Female,35,USA,1,1
4842,Thompson,Female,44,UK,1,1
4843,Ross,Male,56,Canada,0,0
4844,Ch'ang,Male,29,USA,0,1
4845,Warren,Female,36,UK,0,0
4846,Uspenskaya,Female,36,USA,1,1
4847,King,Female,36,USA,0,1
4848,Trentini,Female,23,USA,1,0
4849,Konovalova,Male,42,USA,1,0
4850,Dellucci,Male,70,UK,1,1
4851,Goddard,Male,27,USA,0,1
4852,Neumann,Female,48,USA,0,1
4853,Ch'in,Male,35,Canada,1,1
4854,Walters,Female,41,USA,1,1
4855,Muravyova,Male,23,UK,1,0
4856,Barry,Male,33,UK,0,0
4857,Woolnough,Male,44,USA,1,1
4858,Keen,Male,27,USA,1,0
4859,Liebe,Female,41,USA,0,1
4860,White,Female,22,Canada,1,1
4861,Hunter,Male,36,Canada,0,1
4862,Myers,Female,22,Canada,0,1
4863,Rogova,Female,55,Canada,1,0
4864,Raff,Female,33,USA,0,1
4865,Cocci,Male,54,USA,0,1
4866,Kanayochukwu,Female,29,USA,0,1
4867,Obialo,Female,37,UK,1,1
4868,Liu,Female,34,USA,0,1
4869,Gilbert,Male,37,USA,1,1
4870,Coles,Male,50,USA,1,1
4871,Ponomaryov,Female,43,UK,0,0
4872,Bergamaschi,Male,40,USA,0,1
4873,Guerin,Male,32,Canada,0,1
4874,Sinclair,Male,37,USA,1,1
4875,Dominguez,Male,43,USA,0,1
4876,Costa,Female,33,USA,0,0
4877,Wei,Female,27,Canada,0,0
4878,Mills,Male,44,USA,0,0
4879,Pugh,Male,29,Canada,0,0
4880,Price,Female,44,Canada,0,1
4881,Wood,Male,33,Canada,0,1
4882,Robertson,Male,31,USA,0,1
4883,Sawtell,Female,36,UK,0,1
4884,Yuryeva,Male,43,UK,1,1
4885,Pisano,Male,49,UK,0,1
4886,Kharitonova,Male,41,Canada,0,1
4887,Simmons,Female,53,UK,0,1
4888,Muramats,Male,37,USA,0,1
4889,Tang,Male,49,USA,1,0
4890,Peng,Female,41,UK,1,1
4891,Bevan,Female,34,Canada,0,1
4892,Zito,Male,34,UK,1,1
4893,Sokolov,Female,51,UK,0,0
4894,Teng,Male,29,Canada,0,1
4895,Amadi,Female,32,USA,0,0
4896,Davide,Male,31,USA,1,1
4897,Parkes,Male,41,USA,1,1
4898,Mazzanti,Male,40,Canada,0,1
4899,Findlay,Female,40,USA,1,0
4900,Hsu,Female,32,USA,1,1
4901,Chukwukadibia,Male,41,USA,1,1
4902,Baxter,Male,59,USA,1,0
4903,Kung,Male,30,USA,1,1
4904,Booth,Male,42,USA,0,0
4905,Evans,Female,44,USA,1,1
4906,Kung,Male,30,Canada,0,1
4907,Tung,Female,33,Canada,1,0
4908,Yuan,Male,34,USA,1,1
4909,Jackson,Male,48,USA,0,1
4910,Ross,Female,29,Canada,0,1
4911,Yang,Female,36,USA,1,1
4912,Yu,Male,37,Canada,1,1
4913,Onwumelu,Male,60,USA,0,1
4914,Gay,Female,51,USA,1,1
4915,Morrison,Female,47,UK,1,1
4916,Belov,Male,45,USA,1,1
4917,Mao,Female,39,Canada,1,0
4918,Walsh,Male,32,USA,0,1
4919,Bruno,Female,36,USA,0,1
4920,Gray,Female,50,Canada,1,1
4921,Maurer,Male,33,USA,1,1
4922,Chiang,Female,33,Canada,0,1
4923,Cattaneo,Male,26,USA,1,1
4924,Grieve,Male,34,UK,0,0
4925,Lowell,Male,36,UK,0,0
4926,Trentino,Male,58,UK,1,1
4927,Sung,Female,36,UK,0,1
4928,Yen,Female,40,USA,0,0
4929,Philipp,Male,39,Canada,1,1
4930,Dynon,Male,34,USA,1,1
4931,Alexeyeva,Male,30,UK,1,1
4932,Hs?eh,Male,81,UK,1,1
4933,Ferri,Female,29,USA,0,0
4934,Hsu,Female,31,UK,1,1
4935,Bishop,Female,54,USA,1,1
4936,Toscani,Male,43,UK,0,0
4937,T'ao,Male,24,UK,0,1
4938,Philip,Male,36,USA,1,0
4939,Li Fonti,Male,34,UK,0,0
4940,Rene,Male,37,USA,0,0
4941,Daigle,Female,38,USA,0,0
4942,Joshua,Male,43,Canada,0,1
4943,Simmons,Male,36,USA,0,0
4944,Jamieson,Male,43,Canada,1,1
4945,Hou,Male,53,USA,1,0
4946,Cochran,Female,31,USA,1,1
4947,Bibb,Female,47,USA,1,1
4948,Jen,Female,62,USA,1,1
4949,Corran,Female,39,Canada,1,1
4950,He,Male,36,USA,0,0
4951,Loggia,Female,45,UK,0,1
4952,Lovely,Male,20,USA,0,0
4953,Becker,Male,58,Canada,1,1
4954,Plascencia,Male,34,Canada,0,0
4955,Somadina,Male,42,Canada,1,1
4956,Walker,Male,33,UK,0,1
4957,Alekseeva,Male,33,Canada,0,0
4958,Watson,Male,39,USA,0,1
4959,Zotov,Male,37,USA,0,1
4960,Williamson,Female,46,Canada,1,1
4961,Carpenter,Male,42,USA,1,1
4962,Cattaneo,Male,45,UK,0,1
4963,Gordon,Female,42,USA,1,0
4964,Boni,Male,40,USA,1,1
4965,Lynch,Female,41,USA,0,1
4966,McCarthy,Male,36,USA,1,1
4967,Davies,Male,64,USA,1,1
4968,Hargreaves,Male,40,UK,0,1
4969,Blackburn,Male,41,Canada,0,0
4970,K?,Female,35,Canada,1,1
4971,Meng,Male,38,Canada,1,1
4972,Cattaneo,Male,30,Canada,1,1
4973,Hunt,Male,41,UK,0,1
4974,Owens,Female,24,USA,1,1
4975,Steele,Female,55,Canada,1,0
4976,Kennedy,Male,39,USA,0,1
4977,Pan,Female,25,UK,0,1
4978,Alexander,Male,35,Canada,1,1
4979,Bray,Male,35,UK,1,0
4980,Nnabuife,Female,45,UK,1,1
4981,Padovesi,Male,38,UK,0,1
4982,Bray,Female,23,Canada,0,0
4983,Lucas,Male,30,USA,1,1
4984,Tinline,Male,30,USA,0,1
4985,Esomchi,Female,31,USA,1,1
4986,Liao,Male,26,UK,1,1
4987,Iroawuchi,Female,36,Canada,0,1
4988,Retana,Female,35,USA,0,1
4989,Fang,Male,47,USA,1,0
4990,Ozioma,Male,40,USA,0,1
4991,Robson,Female,33,Canada,1,0
4992,Bruno,Female,33,USA,1,1
4993,Price,Female,62,USA,0,1
4994,Swanson,Female,44,USA,0,1
4995,Chang,Female,52,UK,1,1
4996,Morgan,Female,36,USA,1,0
4997,Nwebube,Male,44,UK,0,1
4998,Trevisan,Male,43,Canada,0,1
4999,Ositadimma,Female,40,Canada,1,1
5000,Cunningham,Female,38,Canada,1,1
5001,Fields,Female,68,UK,1,0
5002,Johnston,Male,35,Canada,1,1
5003,Vasilyev,Male,43,USA,1,1
5004,Hooper,Male,36,USA,1,1
5005,Colombo,Female,57,UK,0,1
5006,Tsao,Male,48,USA,1,0
5007,Chikere,Female,37,UK,1,1
5008,Ballard,Female,46,Canada,1,0
5009,Akhtar,Male,36,USA,0,1
5010,O'Loughlin,Male,33,Canada,0,1
5011,Davis,Male,49,UK,1,1
5012,Barry,Male,47,Canada,0,1
5013,K'ung,Male,40,USA,1,1
5014,Gorman,Female,40,USA,0,1
5015,John,Female,35,Canada,0,0
5016,Tsou,Male,50,USA,1,0
5017,Okonkwo,Female,29,USA,0,1
5018,Esposito,Male,34,UK,1,1
5019,Boni,Female,51,USA,0,1
5020,Pratt,Female,53,UK,1,0
5021,Page,Female,68,UK,1,0
5022,Wilkinson,Female,29,USA,1,1
5023,Tseng,Male,45,USA,0,1
5024,Clark,Male,40,USA,0,1
5025,Finch,Female,44,UK,1,1
5026,Shen,Male,37,USA,0,0
5027,Hou,Male,44,USA,0,0
5028,Wall,Male,37,UK,1,1
5029,Manna,Female,38,USA,0,1
5030,Reyes,Male,38,USA,1,1
5031,Jideofor,Male,33,UK,0,1
5032,Sal,Female,34,UK,1,1
5033,Iweobiegbunam,Female,46,UK,0,1
5034,Shao,Female,61,USA,1,1
5035,Heath,Female,29,UK,1,1
5036,Chidimma,Male,34,Canada,0,1
5037,Murray,Male,59,UK,1,0
5038,Sullivan,Male,38,Canada,1,1
5039,Wu,Female,63,USA,1,0
5040,Downie,Female,38,USA,0,1
5041,Chukwufumnanya,Male,50,Canada,1,0
5042,Allan,Male,29,Canada,0,1
5043,Findlay,Female,33,USA,1,1
5044,Ch'eng,Female,44,Canada,0,0
5045,Miller,Male,30,USA,0,0
5046,Tsai,Female,29,USA,0,1
5047,Graham,Male,25,Canada,0,0
5048,Norton,Male,26,Canada,1,1
5049,Yegorov,Male,42,USA,1,1
5050,Holt,Male,38,Canada,0,0
5051,Kao,Male,32,USA,1,1
5052,Ross,Male,36,Canada,0,1
5053,Hsiao,Male,38,USA,1,0
5054,Allan,Female,28,UK,0,0
5055,Liang,Male,36,Canada,0,0
5056,Briggs,Male,31,Canada,1,1
5057,Cantrell,Male,23,UK,1,0
5058,Wang,Female,46,UK,0,1
5059,Aksenov,Male,37,USA,1,0
5060,Glennon,Male,29,USA,0,1
5061,Yancy,Female,35,USA,0,1
5062,Mazzi,Female,42,USA,0,1
5063,Liu,Male,41,UK,1,1
5064,Nucci,Female,41,Canada,0,0
5065,Y?,Female,47,USA,0,1
5066,Nucci,Female,27,USA,0,1
5067,Tang,Female,26,USA,1,1
5068,Kao,Female,45,UK,1,1
5069,Chen,Female,79,Canada,1,1
5070,Yao,Female,29,Canada,1,0
5071,Tsou,Female,42,USA,0,0
5072,Barnes,Male,35,USA,0,1
5073,H?,Male,29,USA,1,0
5074,Cruz,Male,34,UK,0,0
5075,Smith,Male,38,USA,0,0
5076,Onuchukwu,Male,25,Canada,1,1
5077,Bukowski,Female,37,USA,0,1
5078,Simmons,Male,34,USA,0,1
5079,Stewart,Male,35,Canada,1,1
5080,Gow,Male,37,USA,1,1
5081,Williams,Male,29,USA,1,1
5082,Francis,Female,31,USA,1,1
5083,Calabresi,Female,41,Canada,0,0
5084,Chimaobim,Female,38,Canada,0,1
5085,Chikwendu,Male,49,USA,1,1
5086,Padovesi,Male,49,UK,0,1
5087,Henderson,Male,50,Canada,0,0
5088,Kharlamova,Male,43,Canada,0,1
5089,Onio,Male,42,USA,0,1
5090,Yeh,Male,45,UK,0,0
5091,Feng,Female,30,USA,0,0
5092,Norman,Male,43,UK,0,1
5093,White,Female,39,USA,0,1
5094,Manfrin,Female,55,UK,1,1
5095,Ritchie,Male,37,USA,0,1
5096,Udegbulam,Female,46,Canada,1,0
5097,Kao,Female,29,USA,0,0
5098,Diaz,Male,20,Canada,1,1
5099,Olisaemeka,Male,29,UK,0,1
5100,Ross-Watt,Female,45,UK,0,0
5101,Miller,Female,26,Canada,0,1
5102,Shubin,Female,58,Canada,1,1
5103,Nwankwo,Male,20,Canada,0,0
5104,Cartwright,Female,58,UK,1,1
5105,Ngozichukwuka,Male,44,Canada,1,0
5106,Sadler,Male,51,UK,0,1
5107,Azuka,Female,32,USA,0,1
5108,Shen,Female,37,Canada,0,1
5109,Whittaker,Male,55,Canada,1,1
5110,Abazu,Female,28,Canada,0,1
5111,Murphy,Female,33,USA,1,1
5112,Ford,Male,26,USA,1,0
5113,Gratwick,Female,28,Canada,1,1
5114,Pai,Female,47,USA,0,1
5115,Lorenzo,Male,60,USA,0,0
5116,Brady,Female,49,UK,0,1
5117,Wong,Male,38,UK,0,1
5118,Douglas,Male,31,USA,0,0
5119,Kennedy,Male,40,USA,1,1
5120,Chang,Male,37,USA,1,1
5121,Brown,Male,26,USA,0,1
5122,Hsiung,Female,35,Canada,0,0
5123,MacDonald,Male,27,USA,0,1
5124,Davidson,Male,29,Canada,1,0
5125,Milano,Female,46,Canada,1,1
5126,Bovee,Male,54,Canada,1,0
5127,Lewis,Female,54,Canada,1,0
5128,Dyer,Female,38,Canada,1,0
5129,Hsia,Female,38,USA,1,0
5130,Hicks,Female,42,UK,0,1
5131,Millar,Male,38,UK,1,0
5132,Fan,Male,40,USA,0,1
5133,Young,Female,66,USA,0,1
5134,Kerr,Male,37,Canada,1,0
5135,Frolova,Female,55,USA,0,1
5136,Vasilyev,Male,40,USA,1,0
5137,Sabbatini,Female,64,UK,1,1
5138,Ifeanacho,Female,51,USA,0,1
5139,Capon,Male,34,USA,1,0
5140,Chieloka,Male,47,Canada,0,1
5141,Hanson,Female,29,USA,0,0
5142,Ts'ao,Male,32,Canada,0,1
5143,Bradshaw,Female,48,Canada,0,0
5144,Nkemakolam,Male,31,Canada,1,1
5145,Clunie,Female,25,USA,1,1
5146,Cover,Male,38,UK,1,1
5147,Esposito,Male,32,UK,0,0
5148,Hodgson,Female,38,USA,0,1
5149,Harvey,Male,70,Canada,1,1
5150,Dobie,Female,49,USA,1,0
5151,Okwudilichukwu,Female,37,USA,1,1
5152,Dyer,Female,35,USA,1,1
5153,Chase,Male,36,Canada,1,1
5154,Baresi,Female,29,USA,0,1
5155,Lo,Female,42,UK,0,0
5156,Tyler,Female,42,USA,0,0
5157,Ts'ui,Male,33,Canada,1,0
5158,Aparicio,Female,50,Canada,0,1
5159,Macleod,Male,55,USA,0,1
5160,Sal,Female,69,Canada,1,1
5161,Yeh,Male,44,USA,1,1
5162,Udegbunam,Male,46,Canada,0,0
5163,Alexandrov,Male,31,USA,0,1
5164,Ozioma,Female,36,USA,1,1
5165,Atkins,Male,36,USA,1,1
5166,Campos,Male,33,USA,0,0
5167,Wood,Female,43,Canada,1,1
5168,Kerr,Male,29,USA,1,1
5169,Chienezie,Male,30,Canada,1,1
5170,Tsou,Male,31,UK,0,1
5171,McKinnon,Female,31,USA,1,1
5172,Nwachukwu,Male,39,USA,1,1
5173,Nwebube,Male,37,USA,0,1
5174,Burt,Male,38,Canada,0,1
5175,Ross,Male,34,USA,0,1
5176,Lees,Female,29,Canada,0,1
5177,Feetham,Female,28,USA,1,1
5178,Chuang,Female,27,Canada,1,0
5179,Aitken,Male,22,UK,0,0
5180,Chambers,Male,34,UK,1,1
5181,Coburn,Male,43,Canada,1,0
5182,Ahmed,Female,35,Canada,0,1
5183,Ogochukwu,Female,31,USA,1,1
5184,Soto,Male,38,USA,1,0
5185,Obiajulu,Female,28,USA,0,1
5186,Yegorova,Female,39,UK,0,1
5187,Lucchese,Male,32,USA,0,1
5188,Talbot,Female,30,USA,1,0
5189,Lu,Male,30,Canada,0,1
5190,Arnold,Male,41,Canada,0,0
5191,Nicholson,Male,36,Canada,0,1
5192,Chukwualuka,Female,58,USA,1,1
5193,Wallace,Female,39,USA,1,1
5194,Pisano,Female,29,Canada,1,1
5195,Kelly,Male,27,USA,0,0
5196,Brady,Male,38,Canada,1,1
5197,Palmer,Female,22,USA,1,1
5198,Tan,Female,71,USA,1,0
5199,L?,Male,40,USA,0,0
5200,Mordvinova,Female,27,Canada,0,1
5201,Corones,Male,42,UK,0,1
5202,Clements,Male,36,USA,0,1
5203,Morrice,Female,22,UK,0,1
5204,Hsiung,Male,30,UK,1,1
5205,Barrett,Female,33,USA,1,1
5206,Kanayochukwu,Male,28,USA,0,1
5207,Tardent,Male,38,USA,0,1
5208,Bowhay,Female,37,UK,1,1
5209,Lei,Female,38,Canada,1,1
5210,Baker,Female,38,Canada,1,1
5211,Pisano,Male,35,USA,0,0
5212,Castillo,Male,22,UK,1,1
5213,Gibson,Male,55,UK,1,0
5214,Lindsay,Male,29,UK,1,1
5215,Macnamara,Female,57,UK,1,1
5216,Romano,Male,24,USA,1,0
5217,Aksakova,Male,43,Canada,1,1
5218,Farnsworth,Male,28,USA,1,1
5219,Giordano,Male,20,USA,0,1
5220,Arnold,Female,38,USA,0,1
5221,Thompson,Male,37,UK,0,1
5222,Koch,Female,29,Canada,0,1
5223,Jones,Female,22,USA,0,1
5224,Otitodilinna,Female,72,Canada,1,0
5225,Fleetwood-Smith,Male,43,Canada,0,1
5226,Chinonyelum,Male,66,USA,1,1
5227,Montague,Male,39,Canada,1,1
5228,Milani,Male,23,USA,0,1
5229,Palermo,Male,29,USA,1,0
5230,Anderson,Male,35,USA,1,1
5231,Crawford,Male,40,UK,1,1
5232,Lin,Male,38,USA,0,1
5233,Yewen,Female,46,USA,0,1
5234,Simmons,Female,49,UK,1,1
5235,Mbadiwe,Female,41,USA,0,1
5236,Munro,Female,68,USA,1,1
5237,Graham,Male,29,USA,0,1
5238,Lombardo,Male,26,Canada,1,1
5239,Kalinin,Male,30,USA,0,1
5240,Woodward,Male,44,UK,0,0
5241,Pirozzi,Female,24,USA,0,1
5242,Iweobiegbulam,Male,41,USA,0,0
5243,Piazza,Female,40,UK,1,1
5244,Baranova,Female,37,UK,0,1
5245,Fan,Male,43,Canada,1,1
5246,Sun,Male,38,USA,1,1
5247,Marino,Female,32,USA,1,1
5248,Donaldson,Male,59,USA,1,1
5249,Burton,Male,39,USA,1,1
5250,Quinn,Male,44,USA,1,0
5251,Sabbatini,Female,24,UK,1,0
5252,Brooks,Male,39,USA,1,1
5253,Black,Female,44,USA,1,1
5254,Schwartz,Female,27,Canada,0,0
5255,Ts'ui,Male,20,Canada,0,1
5256,Sargent,Female,63,USA,0,1
5257,Udinesi,Female,48,Canada,0,0
5258,Lee,Female,31,UK,1,1
5259,Taylor,Male,38,USA,1,1
5260,Kepley,Male,52,USA,1,0
5261,Ozuluonye,Female,35,UK,1,1
5262,Lassetter,Female,26,USA,0,1
5263,Mishina,Male,30,USA,1,1
5264,Trevisano,Male,41,UK,0,1
5265,Iloerika,Female,44,Canada,0,0
5266,Tan,Female,27,USA,0,1
5267,Chikelu,Male,31,USA,1,1
5268,Lin,Male,26,USA,0,1
5269,Nicholson,Male,28,USA,0,0
5270,Ugoji,Male,34,UK,0,1
5271,Michel,Male,33,UK,1,1
5272,Bruce,Male,40,UK,0,1
5273,Feng,Male,47,USA,0,1
5274,McDonald,Male,32,USA,0,1
5275,Watt,Male,43,USA,0,1
5276,Goodwin,Female,42,USA,1,0
5277,Arcuri,Male,29,USA,1,1
5278,Rapuluolisa,Female,40,Canada,1,1
5279,Kao,Male,31,UK,0,1
5280,Tsui,Female,40,Canada,1,1
5281,Summers,Female,28,UK,0,1
5282,Cross,Male,31,Canada,0,0
5283,Osorio,Male,32,USA,0,1
5284,Bobrov,Female,23,UK,1,0
5285,Barnett,Male,51,UK,1,1
5286,Pike,Female,53,Canada,1,1
5287,Gearheart,Female,41,Canada,0,0
5288,Bruno,Female,38,Canada,0,1
5289,Egobudike,Male,30,USA,1,1
5290,Okechukwu,Male,19,Canada,1,1
5291,Zikoranachidimma,Female,56,UK,0,1
5292,Milanesi,Female,32,USA,1,0
5293,Ahern,Female,28,USA,0,1
5294,Dickson,Female,41,Canada,1,1
5295,Anayochukwu,Male,32,UK,1,1
5296,McDonald,Female,29,UK,0,1
5297,Fiorentini,Female,44,Canada,1,1
5298,Russo,Male,51,UK,1,1
5299,Young,Male,36,USA,0,1
5300,Bianchi,Female,71,USA,1,1
5301,Fallaci,Female,33,USA,1,1
5302,Crawford,Male,39,USA,0,1
5303,Marsh,Male,39,USA,1,0
5304,Kosisochukwu,Male,25,Canada,1,1
5305,Piccio,Female,42,Canada,0,0
5306,Nevels,Male,27,USA,0,1
5307,Kaodilinakachukwu,Female,51,USA,1,1
5308,Amaechi,Female,49,USA,0,1
5309,P'an,Female,31,Canada,0,0
5310,Ikemefuna,Female,36,Canada,0,1
5311,Tai,Male,42,UK,0,0
5312,Winn,Female,40,USA,0,1
5313,Hardy,Female,48,Canada,0,1
5314,Chiu,Female,72,USA,1,1
5315,Lopez,Male,45,UK,0,1
5316,Steen,Male,36,USA,1,1
5317,Ferri,Male,40,Canada,0,1
5318,Yegorova,Male,37,USA,0,1
5319,Knowles,Male,31,Canada,0,1
5320,May,Male,25,UK,0,1
5321,Bianchi,Male,36,Canada,0,1
5322,Pipes,Male,25,USA,0,0
5323,Doherty,Female,40,USA,1,1
5324,Yobanna,Male,32,USA,1,1
5325,Hsu,Male,31,UK,1,1
5326,Russell,Female,43,USA,1,1
5327,Payne,Female,59,Canada,1,1
5328,Windsor,Female,25,UK,0,1
5329,Bray,Male,27,UK,0,1
5330,Seleznyov,Male,41,USA,1,1
5331,Wark,Male,29,USA,1,1
5332,Y?,Female,46,UK,0,1
5333,Brown,Female,29,Canada,0,1
5334,Huang,Male,33,Canada,0,0
5335,Zito,Male,24,UK,1,1
5336,Bailey,Female,39,USA,0,1
5337,Allnutt,Female,55,USA,1,0
5338,Christie,Female,57,Canada,0,0
5339,Pope,Female,34,UK,0,0
5340,Johnstone,Female,55,UK,1,1
5341,Bird,Male,42,Canada,0,1
5342,Jones,Female,51,USA,0,0
5343,Pedder,Male,47,UK,1,1
5344,Calabrese,Male,47,USA,0,1
5345,Chialuka,Male,25,USA,0,1
5346,McKenzie,Male,34,USA,0,0
5347,Holloway,Male,31,USA,0,1
5348,Tang,Male,32,Canada,1,0
5349,Byrne,Male,41,UK,0,1
5350,Selwyn,Male,32,UK,1,1
5351,Genovese,Female,57,USA,1,1
5352,Koger,Male,41,UK,1,1
5353,Baranov,Female,23,USA,1,1
5354,Greco,Male,35,Canada,0,1
5355,Owens,Male,31,USA,1,1
5356,Y?,Female,29,USA,0,1
5357,Kendall,Male,47,UK,1,1
5358,Ko,Male,31,UK,1,1
5359,Tang,Male,39,USA,0,1
5360,Lombardo,Male,42,UK,1,1
5361,Perkins,Male,35,USA,0,1
5362,Feng,Male,46,USA,0,1
5363,Lo,Female,37,UK,1,1
5364,Piccio,Male,51,Canada,1,1
5365,Mazzanti,Male,33,UK,1,0
5366,Chukwualuka,Male,39,Canada,1,1
5367,Elliot,Female,42,UK,1,1
5368,Gratton,Male,41,USA,1,1
5369,Carandini,Female,62,USA,0,0
5370,Robinson,Male,52,Canada,0,0
5371,Lo,Male,41,USA,1,0
5372,Ma,Male,33,USA,0,1
5373,Vinogradova,Female,39,Canada,1,1
5374,H?,Male,30,Canada,1,0
5375,Alexandrova,Female,23,Canada,1,0
5376,Yang,Male,38,Canada,1,1
5377,Maslova,Male,38,Canada,1,0
5378,Buccho,Male,72,USA,1,1
5379,Young,Male,27,UK,0,1
5380,Barker,Female,21,USA,1,1
5381,Sung,Male,36,Canada,0,1
5382,Hansen,Male,32,UK,1,1
5383,Brown,Female,40,USA,1,1
5384,Lo Duca,Male,28,USA,1,1
5385,Ellis,Male,28,Canada,0,1
5386,Korff,Female,36,UK,1,0
5387,Gardiner,Male,48,USA,0,0
5388,Kiernan,Male,22,Canada,0,1
5389,Thompson,Male,54,UK,0,0
5390,Mathews,Female,32,USA,0,0
5391,Macrossan,Female,38,USA,0,0
5392,Illingworth,Female,27,Canada,0,1
5393,Bowen,Male,44,Canada,0,1
5394,Craig,Male,32,USA,1,1
5395,Menhennitt,Female,44,Canada,1,1
5396,Moore,Male,48,UK,1,0
5397,Shoebridge,Male,42,USA,1,1
5398,Palermo,Female,40,USA,0,0
5399,Reilly,Male,44,UK,1,1
5400,Bowen,Male,35,Canada,1,1
5401,Fyodorov,Female,30,USA,0,1
5402,Clements,Male,47,USA,0,1
5403,McKenzie,Male,37,USA,0,1
5404,Craig,Male,22,Canada,1,1
5405,Iloerika,Male,37,USA,1,1
5406,Dolgorukova,Female,64,UK,1,1
5407,Eva,Female,47,USA,0,0
5408,Yeh,Male,37,USA,1,0
5409,P'an,Female,54,Canada,1,1
5410,Howe,Male,28,Canada,1,1
5411,Jenkins,Female,28,USA,0,1
5412,Shih,Female,40,USA,0,1
5413,Nnamdi,Female,48,USA,0,0
5414,Mitchell,Female,42,USA,0,1
5415,Findlay,Female,40,USA,0,1
5416,Pisani,Female,28,USA,1,0
5417,Belisario,Male,50,USA,1,0
5418,Pomeroy,Male,32,USA,1,1
5419,Ibrahimova,Male,35,UK,1,0
5420,K?,Female,56,Canada,1,1
5421,Graham,Male,28,USA,1,1
5422,Trevisano,Female,39,USA,0,0
5423,Trevisano,Female,31,USA,1,1
5424,K?,Male,35,USA,1,1
5425,Manning,Male,44,UK,0,0
5426,Tucker,Female,44,UK,0,0
5427,Schaffer,Female,36,Canada,0,1
5428,Esomchi,Male,36,UK,1,1
5429,Ch'ang,Female,35,USA,0,1
5430,Walker,Female,48,USA,0,1
5431,Chu,Female,24,USA,0,1
